baseline,lambda_cost,eta_cost,gamma_cost,nuisance_mode,mean_actionable_utility_diff_qk_minus_baseline,ci95_low,ci95_high,prob_diff_gt_0,qk_better_ci95
JSD,2.0,0.5,0.05,excess_clipped,0.5339682621731965,-0.3140504902095419,1.543865243738919,0.5,False
QK-MMD PauliXZ,2.0,0.5,0.05,excess_clipped,0.5918129010069727,-0.24210374313195165,1.5854856414868648,0.5,False
Energy distance,2.0,0.5,0.1,excess_clipped,2.4522959706932306,1.415917751731419,3.448004276020452,0.8333333333333334,True
MMD-RBF,2.0,0.5,0.1,excess_clipped,0.8144819643460989,0.04090382269521555,1.6685577517630488,0.6666666666666666,True
KS-max,2.0,0.5,0.1,excess_clipped,-0.43321157698791163,-1.3343375772389894,0.6886004895766479,0.3333333333333333,False
JSD,2.0,0.5,0.1,excess_clipped,-0.2987301423202735,-1.1471789097429237,0.7135836672539004,0.4,False
QK-MMD PauliXZ,2.0,0.5,0.1,excess_clipped,0.6484695520139453,-0.18584492694187793,1.6431788322118028,0.5333333333333333,False
Energy distance,2.0,1.0,0.0,excess_clipped,4.01015625,2.9653645833333333,5.035416666666666,0.9333333333333333,True
MMD-RBF,2.0,1.0,0.0,excess_clipped,1.8255208333333333,1.0632486979166667,2.682311197916666,0.8333333333333334,True
KS-max,2.0,1.0,0.0,excess_clipped,1.0276041666666667,-0.022428385416666637,2.3281445312499995,0.6333333333333333,False
JSD,2.0,1.0,0.0,excess_clipped,1.4833333333333334,0.592421875,2.4703320312499994,0.7333333333333333,True
QK-MMD PauliXZ,2.0,1.0,0.0,excess_clipped,0.3684895833333333,-0.4565169270833333,1.3565234374999997,0.5,False
Energy distance,2.0,1.0,0.01,excess_clipped,3.8443702220693226,2.800309497943971,4.86886801023006,0.9333333333333333,True
MMD-RBF,2.0,1.0,0.01,excess_clipped,1.6977502797679433,0.9359294548569771,2.5551222749170717,0.8333333333333334,True
KS-max,2.0,1.0,0.01,excess_clipped,0.864855925634542,-0.18468698096930644,2.1644614166434706,0.6,False
JSD,2.0,1.0,0.01,excess_clipped,1.3167936524346393,0.4252685192424096,2.304254067023267,0.7333333333333333,True
QK-MMD PauliXZ,2.0,1.0,0.01,excess_clipped,0.37982091353472797,-0.4449413450032578,1.3676070165150782,0.5,False
Energy distance,2.0,1.0,0.05,excess_clipped,3.181226110346615,2.1334606099873636,4.2092444951357955,0.9333333333333333,True
MMD-RBF,2.0,1.0,0.05,excess_clipped,1.1866680655063828,0.42601381058216303,2.0423981797529023,0.7333333333333333,True
KS-max,2.0,1.0,0.05,excess_clipped,0.2138629615060442,-0.8342575208126606,1.5125819067687982,0.4,False
JSD,2.0,1.0,0.05,excess_clipped,0.6506349288398634,-0.24046037168244475,1.6382632665565324,0.5333333333333333,False
QK-MMD PauliXZ,2.0,1.0,0.05,excess_clipped,0.425146234340306,-0.4008629205387309,1.4118973523670382,0.5,False
Energy distance,2.0,1.0,0.1,excess_clipped,2.352295970693231,1.3020554839326846,3.3820401759241543,0.8,True
MMD-RBF,2.0,1.0,0.1,excess_clipped,0.5478152976794324,-0.21151199252362127,1.4024087409858956,0.6,False
KS-max,2.0,1.0,0.1,excess_clipped,-0.5998782436545782,-1.6471273917441627,0.6962619282340254,0.3333333333333333,False
JSD,2.0,1.0,0.1,excess_clipped,-0.18206347565360678,-1.073839897686286,0.8047376656322448,0.4,False
QK-MMD PauliXZ,2.0,1.0,0.1,excess_clipped,0.4818028853472788,-0.34646885764991747,1.468229121414769,0.5,False
Energy distance,2.0,2.0,0.0,excess_clipped,3.81015625,2.659895833333333,5.004192708333333,0.9,True
MMD-RBF,2.0,2.0,0.0,excess_clipped,1.2921875,0.44134765625000005,2.2515690104166666,0.7333333333333333,True
KS-max,2.0,2.0,0.0,excess_clipped,0.6942708333333333,-0.7193033854166666,2.3705794270833334,0.5,False
JSD,2.0,2.0,0.0,excess_clipped,1.7166666666666666,0.5981315104166667,2.826041666666667,0.7333333333333333,True
QK-MMD PauliXZ,2.0,2.0,0.0,excess_clipped,0.03515625,-0.9177213541666667,1.1086067708333331,0.4666666666666667,False
Energy distance,2.0,2.0,0.01,excess_clipped,3.6443702220693224,2.4932939832592194,4.838837093519546,0.9,True
MMD-RBF,2.0,2.0,0.01,excess_clipped,1.1644169464346101,0.31372175946163383,2.123330812893379,0.7333333333333333,True
KS-max,2.0,2.0,0.01,excess_clipped,0.5315225923012089,-0.8814605524493876,2.207714069134084,0.5,False
JSD,2.0,2.0,0.01,excess_clipped,1.5501269857679725,0.4315533697107272,2.658587697674637,0.7333333333333333,True
QK-MMD PauliXZ,2.0,2.0,0.01,excess_clipped,0.04648758020139455,-0.906526404477588,1.1201343989700079,0.4666666666666667,False
Energy distance,2.0,2.0,0.05,excess_clipped,2.9812261103466144,1.8269895452463099,4.174687661245197,0.8333333333333334,True
MMD-RBF,2.0,2.0,0.05,excess_clipped,0.6533347321730496,-0.19357204462890512,1.605857271331541,0.6666666666666666,False
KS-max,2.0,2.0,0.05,excess_clipped,-0.11947037182728915,-1.530784850708539,1.5562526373370877,0.4,False
JSD,2.0,2.0,0.05,excess_clipped,0.8839682621731967,-0.2325225906663595,1.9923035455981297,0.6,False
QK-MMD PauliXZ,2.0,2.0,0.05,excess_clipped,0.09181290100697258,-0.8617814992065638,1.1647813700585343,0.4666666666666667,False
Energy distance,2.0,2.0,0.1,excess_clipped,2.152295970693231,0.9956786582180647,3.344279557491934,0.7666666666666667,True
MMD-RBF,2.0,2.0,0.1,excess_clipped,0.014481964346099037,-0.8282234215752978,0.9628239771481113,0.5,False
KS-max,2.0,2.0,0.1,excess_clipped,-0.9332115769879115,-2.342103226510439,0.7395405047017266,0.36666666666666664,False
JSD,2.0,2.0,0.1,excess_clipped,0.05126985767972648,-1.066164966373879,1.1581317988906703,0.5333333333333333,False
QK-MMD PauliXZ,2.0,2.0,0.1,excess_clipped,0.1484695520139455,-0.8054840421898115,1.2218648298757226,0.4666666666666667,False
